,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,3
S.No., Captured Date and Time,,,,,Active Energy(kWh),,Apparent Energy(kVAh),,Average Voltage(V),Average Current(A),Neutral Current(A),Status Byte
,,,,,,Import,Export,Import,Export,,,,
260,03-May-2019 16:45:00,,,,,0.032,0.000,0.037 ,0.000 ,243.090,0.600,0.000,-
261,03-May-2019 17:00:00,,,,,0.050,0.000,0.056 ,0.000 ,245.500,0.900,0.000,-
262,03-May-2019 17:15:00,,,,,0.057,0.000,0.065 ,0.000 ,246.250,1.050,0.000,-
263,03-May-2019 17:30:00,,,,,0.060,0.000,0.069 ,0.000 ,246.460,1.110,0.000,-
264,03-May-2019 17:45:00,,,,,0.037,0.000,0.045 ,0.000 ,248.340,0.720,0.000,-
265,03-May-2019 18:00:00,,,,,0.054,0.000,0.067 ,0.000 ,250.800,1.060,0.000,-
266,03-May-2019 18:15:00,,,,,0.056,0.000,0.070 ,0.000 ,252.870,1.110,0.000,-
267,03-May-2019 18:30:00,,,,,0.038,0.000,0.047 ,0.000 ,254.290,0.720,0.000,-
268,03-May-2019 18:45:00,,,,,0.037,0.000,0.045 ,0.000 ,255.300,0.700,0.000,-
269,03-May-2019 19:00:00,,,,,0.071,0.000,0.081 ,0.000 ,254.030,1.260,0.000,-
270,03-May-2019 19:15:00,,,,,0.053,0.000,0.059 ,0.000 ,253.450,0.920,0.000,-
271,03-May-2019 19:30:00,,,,,0.049,0.000,0.054 ,0.000 ,251.510,0.850,0.000,-
272,03-May-2019 19:45:00,,,,,0.060,0.000,0.064 ,0.000 ,249.020,1.030,0.000,-
273,03-May-2019 20:00:00,,,,,0.067,0.000,0.071 ,0.000 ,248.910,1.130,0.000,-
274,03-May-2019 20:15:00,,,,,0.059,0.000,0.064 ,0.000 ,249.090,1.020,0.000,-
275,03-May-2019 20:30:00,,,,,0.058,0.000,0.062 ,0.000 ,248.040,1.000,0.000,-
276,03-May-2019 20:45:00,,,,,0.075,0.000,0.079 ,0.000 ,246.710,1.260,0.000,-
277,03-May-2019 21:00:00,,,,,0.057,0.000,0.062 ,0.000 ,245.950,1.010,0.000,-
278,03-May-2019 21:15:00,,,,,0.043,0.000,0.052 ,0.000 ,245.580,0.830,0.000,-
279,03-May-2019 21:30:00,,,,,0.039,0.000,0.042 ,0.000 ,244.930,0.680,0.000,-
280,03-May-2019 21:45:00,,,,,0.042,0.000,0.049 ,0.000 ,248.080,0.780,0.000,-
281,03-May-2019 22:00:00,,,,,0.031,0.000,0.036 ,0.000 ,249.190,0.570,0.000,-
282,03-May-2019 22:15:00,,,,,0.095,0.000,0.105 ,0.000 ,247.790,1.700,0.000,-
283,03-May-2019 22:30:00,,,,,0.352,0.000,0.379 ,0.000 ,245.860,6.140,0.000,-
284,03-May-2019 22:45:00,,,,,0.095,0.000,0.117 ,0.000 ,245.670,1.910,0.000,-
285,03-May-2019 23:00:00,,,,,0.157,0.000,0.172 ,0.000 ,244.660,2.790,0.000,-
286,03-May-2019 23:15:00,,,,,0.252,0.000,0.266 ,0.000 ,242.820,4.390,0.000,-
287,03-May-2019 23:30:00,,,,,0.332,0.000,0.352 ,0.000 ,243.390,5.780,0.000,-
288,03-May-2019 23:45:00,,,,,0.288,0.000,0.312 ,0.000 ,243.920,5.120,0.000,-
289,04-May-2019 00:00:00,,,,,0.233,0.000,0.250 ,0.000 ,244.560,4.060,0.000,-
290,04-May-2019 00:15:00,,,,,0.022,0.000,0.028 ,0.000 ,245.840,0.450,0.000,-
291,04-May-2019 00:30:00,,,,,0.029,0.000,0.039 ,0.000 ,247.060,0.630,0.000,-
292,04-May-2019 00:45:00,,,,,0.043,0.000,0.065 ,0.000 ,248.250,1.040,0.000,-
293,04-May-2019 01:00:00,,,,,0.065,0.000,0.079 ,0.000 ,248.860,1.280,0.000,-
294,04-May-2019 01:15:00,,,,,0.120,0.000,0.134 ,0.000 ,249.810,2.130,0.000,-
295,04-May-2019 01:30:00,,,,,0.029,0.000,0.040 ,0.000 ,250.940,0.630,0.000,-
296,04-May-2019 01:45:00,,,,,0.044,0.000,0.067 ,0.000 ,251.780,1.070,0.000,-
297,04-May-2019 02:00:00,,,,,0.329,0.000,0.361 ,0.000 ,251.140,5.740,0.000,-
298,04-May-2019 02:15:00,,,,,0.230,0.000,0.249 ,0.000 ,251.210,3.960,0.000,-
299,04-May-2019 02:30:00,,,,,0.115,0.000,0.132 ,0.000 ,252.230,2.080,0.000,-
300,04-May-2019 02:45:00,,,,,0.044,0.000,0.069 ,0.000 ,252.770,1.080,0.000,-
301,04-May-2019 03:00:00,,,,,0.220,0.000,0.247 ,0.000 ,253.400,3.890,0.000,-
302,04-May-2019 03:15:00,,,,,0.265,0.000,0.291 ,0.000 ,254.440,4.560,0.000,-
303,04-May-2019 03:30:00,,,,,0.025,0.000,0.035 ,0.000 ,255.820,0.540,0.000,-
304,04-May-2019 03:45:00,,,,,0.045,0.000,0.072 ,0.000 ,256.390,1.120,0.000,-
305,04-May-2019 04:00:00,,,,,0.030,0.000,0.047 ,0.000 ,257.370,0.710,0.000,-
306,04-May-2019 04:15:00,,,,,0.024,0.000,0.033 ,0.000 ,257.420,0.510,0.000,-
307,04-May-2019 04:30:00,,,,,0.023,0.000,0.033 ,0.000 ,257.410,0.510,0.000,-
308,04-May-2019 04:45:00,,,,,0.044,0.000,0.069 ,0.000 ,257.230,1.060,0.000,-
309,04-May-2019 05:00:00,,,,,0.033,0.000,0.051 ,0.000 ,257.040,0.800,0.000,-
310,04-May-2019 05:15:00,,,,,0.023,0.000,0.034 ,0.000 ,257.110,0.510,0.000,-
311,04-May-2019 05:30:00,,,,,0.024,0.000,0.032 ,0.000 ,256.390,0.500,0.000,-
312,04-May-2019 05:45:00,,,,,0.041,0.000,0.062 ,0.000 ,256.610,0.950,0.000,-
313,04-May-2019 06:00:00,,,,,0.465,0.000,0.474 ,0.000 ,256.700,7.370,0.000,-
314,04-May-2019 06:15:00,,,,,0.652,0.000,0.652 ,0.000 ,256.710,10.150,0.000,-
315,04-May-2019 06:30:00,,,,,0.178,0.000,0.184 ,0.000 ,257.490,2.830,0.000,-
316,04-May-2019 06:45:00,,,,,0.058,0.000,0.081 ,0.000 ,256.820,1.270,0.000,-
317,04-May-2019 07:00:00,,,,,0.041,0.000,0.059 ,0.000 ,257.910,0.900,0.000,-
318,04-May-2019 07:15:00,,,,,0.046,0.000,0.051 ,0.000 ,258.340,0.780,0.000,-
319,04-May-2019 07:30:00,,,,,0.051,0.000,0.055 ,0.000 ,257.860,0.860,0.000,-
320,04-May-2019 07:45:00,,,,,0.075,0.000,0.092 ,0.000 ,258.270,1.410,0.000,-
321,04-May-2019 08:00:00,,,,,0.063,0.000,0.074 ,0.000 ,257.660,1.150,0.000,-
322,04-May-2019 08:15:00,,,,,0.044,0.000,0.056 ,0.000 ,257.900,0.860,0.000,-
323,04-May-2019 08:30:00,,,,,0.024,0.000,0.045 ,0.000 ,255.940,0.700,0.000,-
324,04-May-2019 08:45:00,,,,,0.036,0.000,0.072 ,0.000 ,255.270,1.110,0.000,-
325,04-May-2019 09:00:00,,,,,0.022,0.000,0.044 ,0.000 ,254.750,0.690,0.000,-
326,04-May-2019 09:15:00,,,,,0.010,0.000,0.028 ,0.000 ,252.810,0.440,0.000,-
327,04-May-2019 09:30:00,,,,,0.015,0.000,0.032 ,0.000 ,250.460,0.500,0.000,-
328,04-May-2019 09:45:00,,,,,0.031,0.000,0.064 ,0.000 ,250.060,1.020,0.000,-
329,04-May-2019 10:00:00,,,,,0.025,0.000,0.045 ,0.000 ,249.000,0.710,0.000,-
330,04-May-2019 10:15:00,,,,,0.040,0.000,0.046 ,0.000 ,249.840,0.720,0.000,-
331,04-May-2019 10:30:00,,,,,0.032,0.000,0.041 ,0.000 ,250.620,0.660,0.000,-
332,04-May-2019 10:45:00,,,,,0.047,0.000,0.073 ,0.000 ,250.280,1.160,0.000,-
333,04-May-2019 11:00:00,,,,,0.048,0.000,0.063 ,0.000 ,250.670,1.000,0.000,-
334,04-May-2019 11:15:00,,,,,0.035,0.000,0.044 ,0.000 ,250.280,0.700,0.000,-
335,04-May-2019 11:30:00,,,,,0.027,0.000,0.041 ,0.000 ,249.260,0.650,0.000,-
336,04-May-2019 11:45:00,,,,,0.105,0.000,0.132 ,0.000 ,249.040,2.110,0.000,-
337,04-May-2019 12:00:00,,,,,0.240,0.000,0.250 ,0.000 ,249.500,3.990,0.000,-
338,04-May-2019 12:15:00,,,,,0.039,0.000,0.046 ,0.000 ,249.390,0.740,0.000,-
339,04-May-2019 12:30:00,,,,,0.054,0.000,0.069 ,0.000 ,249.730,1.100,0.000,-
340,04-May-2019 12:45:00,,,,,0.066,0.000,0.083 ,0.000 ,249.410,1.320,0.000,-
341,04-May-2019 13:00:00,,,,,0.043,0.000,0.051 ,0.000 ,249.970,0.810,0.000,-
342,04-May-2019 13:15:00,,,,,0.052,0.000,0.059 ,0.000 ,252.590,0.920,0.000,-
343,04-May-2019 13:30:00,,,,,0.081,0.000,0.101 ,0.000 ,253.300,1.600,0.000,-
344,04-May-2019 13:45:00,,,,,0.075,0.000,0.095 ,0.000 ,252.330,1.490,0.000,-
345,04-May-2019 14:00:00,,,,,0.056,0.000,0.066 ,0.000 ,251.430,1.040,0.000,-
346,04-May-2019 14:15:00,,,,,0.050,0.000,0.057 ,0.000 ,250.850,0.910,0.000,-
347,04-May-2019 14:30:00,,,,,0.063,0.000,0.082 ,0.000 ,249.910,1.310,0.000,-
348,04-May-2019 14:45:00,,,,,0.055,0.000,0.070 ,0.000 ,249.610,1.120,0.000,-
349,04-May-2019 15:00:00,,,,,0.039,0.000,0.045 ,0.000 ,249.470,0.710,0.000,-
350,04-May-2019 15:15:00,,,,,0.039,0.000,0.045 ,0.000 ,248.970,0.710,0.000,-
351,04-May-2019 15:30:00,,,,,0.052,0.000,0.073 ,0.000 ,249.350,1.160,0.000,-
352,04-May-2019 15:45:00,,,,,0.046,0.000,0.066 ,0.000 ,249.150,1.060,0.000,-
353,04-May-2019 16:00:00,,,,,0.032,0.000,0.040 ,0.000 ,249.710,0.620,0.000,-
354,04-May-2019 16:15:00,,,,,0.032,0.000,0.038 ,0.000 ,249.580,0.600,0.000,-
355,04-May-2019 16:30:00,,,,,0.038,0.000,0.060 ,0.000 ,249.390,0.960,0.000,-
356,04-May-2019 16:45:00,,,,,0.048,0.000,0.069 ,0.000 ,249.070,1.110,0.000,-
357,04-May-2019 17:00:00,,,,,0.046,0.000,0.050 ,0.000 ,249.780,0.800,0.000,-
358,04-May-2019 17:15:00,,,,,0.046,0.000,0.051 ,0.000 ,250.100,0.790,0.000,-
359,04-May-2019 17:30:00,,,,,0.095,0.000,0.109 ,0.000 ,249.290,1.750,0.000,-
360,04-May-2019 17:45:00,,,,,0.076,0.000,0.094 ,0.000 ,249.620,1.490,0.000,-
361,04-May-2019 18:00:00,,,,,0.064,0.000,0.077 ,0.000 ,250.810,1.230,0.000,-
362,04-May-2019 18:15:00,,,,,0.059,0.000,0.073 ,0.000 ,251.870,1.150,0.000,-
363,04-May-2019 18:30:00,,,,,0.052,0.000,0.072 ,0.000 ,252.310,1.130,0.000,-
364,04-May-2019 18:45:00,,,,,0.037,0.000,0.050 ,0.000 ,251.620,0.790,0.000,-
365,04-May-2019 19:00:00,,,,,0.033,0.000,0.045 ,0.000 ,251.230,0.710,0.000,-
366,04-May-2019 19:15:00,,,,,0.081,0.000,0.097 ,0.000 ,250.100,1.560,0.000,-
367,04-May-2019 19:30:00,,,,,0.087,0.000,0.103 ,0.000 ,249.150,1.630,0.000,-
368,04-May-2019 19:45:00,,,,,0.042,0.000,0.052 ,0.000 ,248.780,0.830,0.000,-
369,04-May-2019 20:00:00,,,,,0.010,0.000,0.025 ,0.000 ,247.040,0.410,0.000,-
370,04-May-2019 20:15:00,,,,,0.077,0.000,0.089 ,0.000 ,249.240,1.420,0.000,-
371,04-May-2019 20:30:00,,,,,0.064,0.000,0.074 ,0.000 ,249.060,1.170,0.000,-
372,04-May-2019 20:45:00,,,,,0.059,0.000,0.062 ,0.000 ,249.660,0.990,0.000,-
373,04-May-2019 21:00:00,,,,,0.062,0.000,0.072 ,0.000 ,249.670,1.150,0.000,-
374,04-May-2019 21:15:00,,,,,0.072,0.000,0.094 ,0.000 ,248.490,1.510,0.000,-
375,04-May-2019 21:30:00,,,,,0.023,0.000,0.031 ,0.000 ,249.890,0.480,0.000,-
376,04-May-2019 21:45:00,,,,,0.002,0.000,0.003 ,0.000 ,248.610,0.040,0.000,-
377,04-May-2019 22:00:00,,,,,0.021,0.000,0.037 ,0.000 ,248.280,0.600,0.000,-
378,04-May-2019 22:15:00,,,,,0.018,0.000,0.034 ,0.000 ,246.610,0.540,0.000,-
379,04-May-2019 22:30:00,,,,,0.001,0.000,0.003 ,0.000 ,246.710,0.040,0.000,-
380,04-May-2019 22:45:00,,,,,0.002,0.000,0.004 ,0.000 ,246.620,0.060,0.000,-
381,04-May-2019 23:00:00,,,,,0.063,0.000,0.084 ,0.000 ,247.240,1.350,0.000,-
382,04-May-2019 23:15:00,,,,,0.521,0.000,0.557 ,0.000 ,245.480,9.060,0.000,-
383,04-May-2019 23:30:00,,,,,0.393,0.000,0.411 ,0.000 ,244.800,6.710,0.000,-
384,04-May-2019 23:45:00,,,,,0.328,0.000,0.346 ,0.000 ,245.390,5.620,0.000,-
385,05-May-2019 00:00:00,,,,,0.260,0.000,0.283 ,0.000 ,245.540,4.610,0.000,-
386,05-May-2019 00:15:00,,,,,0.048,0.000,0.063 ,0.000 ,246.540,1.010,0.000,-
387,05-May-2019 00:30:00,,,,,0.018,0.000,0.020 ,0.000 ,247.710,0.320,0.000,-
388,05-May-2019 00:45:00,,,,,0.302,0.000,0.326 ,0.000 ,248.550,5.230,0.000,-
389,05-May-2019 01:00:00,,,,,0.262,0.000,0.291 ,0.000 ,249.610,4.640,0.000,-
390,05-May-2019 01:15:00,,,,,0.271,0.000,0.295 ,0.000 ,250.330,4.710,0.000,-
391,05-May-2019 01:30:00,,,,,0.246,0.000,0.265 ,0.000 ,250.780,4.220,0.000,-
392,05-May-2019 01:45:00,,,,,0.245,0.000,0.266 ,0.000 ,251.150,4.230,0.000,-
393,05-May-2019 02:00:00,,,,,0.252,0.000,0.284 ,0.000 ,251.900,4.500,0.000,-
394,05-May-2019 02:15:00,,,,,0.234,0.000,0.258 ,0.000 ,251.710,4.100,0.000,-
395,05-May-2019 02:30:00,,,,,0.226,0.000,0.248 ,0.000 ,252.600,3.910,0.000,-
396,05-May-2019 02:45:00,,,,,0.222,0.000,0.245 ,0.000 ,253.480,3.870,0.000,-
397,05-May-2019 03:00:00,,,,,0.234,0.000,0.268 ,0.000 ,252.900,4.220,0.000,-
398,05-May-2019 03:15:00,,,,,0.030,0.000,0.044 ,0.000 ,254.480,0.690,0.000,-
399,05-May-2019 03:30:00,,,,,0.024,0.000,0.033 ,0.000 ,255.170,0.510,0.000,-
400,05-May-2019 03:45:00,,,,,0.030,0.000,0.041 ,0.000 ,255.320,0.640,0.000,-
401,05-May-2019 04:00:00,,,,,0.045,0.000,0.072 ,0.000 ,255.590,1.120,0.000,-
402,05-May-2019 04:15:00,,,,,0.031,0.000,0.045 ,0.000 ,256.100,0.690,0.000,-
403,05-May-2019 04:30:00,,,,,0.024,0.000,0.032 ,0.000 ,254.280,0.500,0.000,-
404,05-May-2019 04:45:00,,,,,0.030,0.000,0.043 ,0.000 ,254.080,0.670,0.000,-
405,05-May-2019 05:00:00,,,,,0.045,0.000,0.070 ,0.000 ,253.750,1.090,0.000,-
406,05-May-2019 05:15:00,,,,,0.027,0.000,0.037 ,0.000 ,253.290,0.580,0.000,-
407,05-May-2019 05:30:00,,,,,0.024,0.000,0.032 ,0.000 ,252.640,0.500,0.000,-
408,05-May-2019 05:45:00,,,,,0.409,0.000,0.413 ,0.000 ,253.120,6.510,0.000,-
409,05-May-2019 06:00:00,,,,,0.669,0.000,0.671 ,0.000 ,253.560,10.560,0.000,-
410,05-May-2019 06:15:00,,,,,0.093,0.000,0.102 ,0.000 ,255.930,1.590,0.000,-
411,05-May-2019 06:30:00,,,,,0.034,0.000,0.043 ,0.000 ,255.570,0.670,0.000,-
412,05-May-2019 06:45:00,,,,,0.064,0.000,0.079 ,0.000 ,255.880,1.220,0.000,-
413,05-May-2019 07:00:00,,,,,0.053,0.000,0.076 ,0.000 ,255.620,1.190,0.000,-
414,05-May-2019 07:15:00,,,,,0.034,0.000,0.042 ,0.000 ,255.890,0.650,0.000,-
415,05-May-2019 07:30:00,,,,,0.042,0.000,0.048 ,0.000 ,256.510,0.750,0.000,-
416,05-May-2019 07:45:00,,,,,0.044,0.000,0.061 ,0.000 ,256.460,0.940,0.000,-
417,05-May-2019 08:00:00,,,,,0.053,0.000,0.071 ,0.000 ,257.270,1.090,0.000,-
418,05-May-2019 08:15:00,,,,,0.042,0.000,0.051 ,0.000 ,257.710,0.790,0.000,-
419,05-May-2019 08:30:00,,,,,0.038,0.000,0.043 ,0.000 ,258.410,0.670,0.000,-
420,05-May-2019 08:45:00,,,,,0.049,0.000,0.064 ,0.000 ,256.980,0.990,0.000,-
421,05-May-2019 09:00:00,,,,,0.033,0.000,0.057 ,0.000 ,256.800,0.870,0.000,-
422,05-May-2019 09:15:00,,,,,0.010,0.000,0.030 ,0.000 ,256.600,0.470,0.000,-
423,05-May-2019 09:30:00,,,,,0.389,0.000,0.398 ,0.000 ,256.170,6.220,0.000,-
424,05-May-2019 09:45:00,,,,,0.030,0.000,0.068 ,0.000 ,254.960,1.060,0.000,-
425,05-May-2019 10:00:00,,,,,0.023,0.000,0.056 ,0.000 ,254.410,0.870,0.000,-
426,05-May-2019 10:15:00,,,,,0.008,0.000,0.029 ,0.000 ,255.340,0.450,0.000,-
427,05-May-2019 10:30:00,,,,,0.014,0.000,0.036 ,0.000 ,254.930,0.570,0.000,-
428,05-May-2019 10:45:00,,,,,0.166,0.000,0.197 ,0.000 ,254.830,3.080,0.000,-
429,05-May-2019 11:00:00,,,,,0.165,0.000,0.188 ,0.000 ,255.080,2.940,0.000,-
430,05-May-2019 11:15:00,,,,,0.014,0.000,0.030 ,0.000 ,255.450,0.460,0.000,-
431,05-May-2019 11:30:00,,,,,0.160,0.000,0.167 ,0.000 ,254.780,2.640,0.000,-
432,05-May-2019 11:45:00,,,,,0.290,0.000,0.303 ,0.000 ,254.640,4.740,0.000,-
433,05-May-2019 12:00:00,,,,,0.085,0.000,0.103 ,0.000 ,255.440,1.610,0.000,-
434,05-May-2019 12:15:00,,,,,0.055,0.000,0.069 ,0.000 ,255.290,1.060,0.000,-
435,05-May-2019 12:30:00,,,,,0.064,0.000,0.079 ,0.000 ,254.860,1.240,0.000,-
436,05-May-2019 12:45:00,,,,,0.085,0.000,0.103 ,0.000 ,255.170,1.600,0.000,-
437,05-May-2019 13:00:00,,,,,0.502,0.000,0.508 ,0.000 ,254.900,7.960,0.000,-
438,05-May-2019 13:15:00,,,,,0.057,0.000,0.069 ,0.000 ,255.590,1.070,0.000,-
439,05-May-2019 13:30:00,,,,,0.071,0.000,0.084 ,0.000 ,254.830,1.320,0.000,-
440,05-May-2019 13:45:00,,,,,0.082,0.000,0.094 ,0.000 ,253.990,1.470,0.000,-
441,05-May-2019 14:00:00,,,,,0.107,0.000,0.118 ,0.000 ,253.940,1.870,0.000,-
442,05-May-2019 14:15:00,,,,,0.109,0.000,0.122 ,0.000 ,254.120,1.900,0.000,-
443,05-May-2019 14:30:00,,,,,0.053,0.000,0.071 ,0.000 ,252.320,1.110,0.000,-
444,05-May-2019 14:45:00,,,,,0.057,0.000,0.078 ,0.000 ,251.390,1.240,0.000,-
445,05-May-2019 15:00:00,,,,,0.040,0.000,0.046 ,0.000 ,250.920,0.730,0.000,-
446,05-May-2019 15:15:00,,,,,0.039,0.000,0.045 ,0.000 ,251.270,0.710,0.000,-
447,05-May-2019 15:30:00,,,,,0.054,0.000,0.070 ,0.000 ,250.140,1.120,0.000,-
448,05-May-2019 15:45:00,,,,,0.057,0.000,0.078 ,0.000 ,249.840,1.230,0.000,-
449,05-May-2019 16:00:00,,,,,0.045,0.000,0.050 ,0.000 ,250.710,0.800,0.000,-
450,05-May-2019 16:15:00,,,,,0.038,0.000,0.043 ,0.000 ,250.460,0.690,0.000,-
451,05-May-2019 16:30:00,,,,,0.039,0.000,0.063 ,0.000 ,250.250,0.990,0.000,-
452,05-May-2019 16:45:00,,,,,0.042,0.000,0.073 ,0.000 ,249.990,1.160,0.000,-
453,05-May-2019 17:00:00,,,,,0.024,0.000,0.036 ,0.000 ,250.080,0.570,0.000,-
454,05-May-2019 17:15:00,,,,,0.023,0.000,0.036 ,0.000 ,250.850,0.580,0.000,-
455,05-May-2019 17:30:00,,,,,0.037,0.000,0.060 ,0.000 ,250.780,0.940,0.000,-
456,05-May-2019 17:45:00,,,,,0.043,0.000,0.074 ,0.000 ,250.540,1.170,0.000,-
457,05-May-2019 18:00:00,,,,,0.024,0.000,0.036 ,0.000 ,250.190,0.580,0.000,-
458,05-May-2019 18:15:00,,,,,0.023,0.000,0.036 ,0.000 ,250.090,0.570,0.000,-
459,05-May-2019 18:30:00,,,,,0.035,0.000,0.055 ,0.000 ,250.350,0.870,0.000,-
460,05-May-2019 18:45:00,,,,,0.043,0.000,0.073 ,0.000 ,249.500,1.170,0.000,-
461,05-May-2019 19:00:00,,,,,0.030,0.000,0.044 ,0.000 ,248.930,0.690,0.000,-
462,05-May-2019 19:15:00,,,,,0.050,0.000,0.054 ,0.000 ,247.970,0.870,0.000,-
463,05-May-2019 19:30:00,,,,,0.063,0.000,0.073 ,0.000 ,248.110,1.160,0.000,-
464,05-May-2019 19:45:00,,,,,0.098,0.000,0.111 ,0.000 ,247.760,1.790,0.000,-
465,05-May-2019 20:00:00,,,,,0.086,0.000,0.096 ,0.000 ,247.400,1.550,0.000,-
466,05-May-2019 20:15:00,,,,,0.077,0.000,0.085 ,0.000 ,248.370,1.350,0.000,-
467,05-May-2019 20:30:00,,,,,0.078,0.000,0.090 ,0.000 ,249.210,1.440,0.000,-
468,05-May-2019 20:45:00,,,,,0.067,0.000,0.083 ,0.000 ,249.220,1.330,0.000,-
469,05-May-2019 21:00:00,,,,,0.080,0.000,0.091 ,0.000 ,249.850,1.450,0.000,-
470,05-May-2019 21:15:00,,,,,0.068,0.000,0.070 ,0.000 ,247.730,1.130,0.000,-
471,05-May-2019 21:30:00,,,,,0.045,0.000,0.058 ,0.000 ,247.510,0.920,0.000,-
472,05-May-2019 21:45:00,,,,,0.052,0.000,0.071 ,0.000 ,248.180,1.140,0.000,-
473,05-May-2019 22:00:00,,,,,0.042,0.000,0.057 ,0.000 ,248.970,0.920,0.000,-
474,05-May-2019 22:15:00,,,,,0.047,0.000,0.053 ,0.000 ,247.650,0.850,0.000,-
475,05-May-2019 22:30:00,,,,,0.059,0.000,0.075 ,0.000 ,245.810,1.200,0.000,-
476,05-May-2019 22:45:00,,,,,0.058,0.000,0.073 ,0.000 ,244.440,1.200,0.000,-
477,05-May-2019 23:00:00,,,,,0.049,0.000,0.057 ,0.000 ,244.100,0.920,0.000,-
478,05-May-2019 23:15:00,,,,,0.058,0.000,0.064 ,0.000 ,242.870,1.050,0.000,-
479,05-May-2019 23:30:00,,,,,0.052,0.000,0.073 ,0.000 ,243.100,1.200,0.000,-
480,05-May-2019 23:45:00,,,,,0.247,0.000,0.278 ,0.000 ,242.990,4.570,0.000,-
481,06-May-2019 00:00:00,,,,,0.036,0.000,0.053 ,0.000 ,244.100,0.860,0.000,-
482,06-May-2019 00:15:00,,,,,0.065,0.000,0.077 ,0.000 ,244.990,1.250,0.000,-
483,06-May-2019 00:30:00,,,,,0.458,0.000,0.488 ,0.000 ,246.000,7.930,0.000,-
484,06-May-2019 00:45:00,,,,,0.430,0.000,0.465 ,0.000 ,246.910,7.510,0.000,-
485,06-May-2019 01:00:00,,,,,0.271,0.000,0.294 ,0.000 ,247.020,4.760,0.000,-
486,06-May-2019 01:15:00,,,,,0.299,0.000,0.320 ,0.000 ,247.960,5.140,0.000,-
487,06-May-2019 01:30:00,,,,,0.174,0.000,0.197 ,0.000 ,248.750,3.170,0.000,-
488,06-May-2019 01:45:00,,,,,0.050,0.000,0.080 ,0.000 ,249.970,1.270,0.000,-
489,06-May-2019 02:00:00,,,,,0.035,0.000,0.056 ,0.000 ,250.700,0.880,0.000,-
490,06-May-2019 02:15:00,,,,,0.025,0.000,0.037 ,0.000 ,250.970,0.590,0.000,-
491,06-May-2019 02:30:00,,,,,0.034,0.000,0.053 ,0.000 ,251.590,0.830,0.000,-
492,06-May-2019 02:45:00,,,,,0.046,0.000,0.077 ,0.000 ,251.770,1.210,0.000,-
493,06-May-2019 03:00:00,,,,,0.034,0.000,0.056 ,0.000 ,252.010,0.890,0.000,-
494,06-May-2019 03:15:00,,,,,0.026,0.000,0.038 ,0.000 ,251.780,0.600,0.000,-
495,06-May-2019 03:30:00,,,,,0.221,0.000,0.255 ,0.000 ,252.540,4.030,0.000,-
496,06-May-2019 03:45:00,,,,,0.046,0.000,0.078 ,0.000 ,253.260,1.220,0.000,-
497,06-May-2019 04:00:00,,,,,0.036,0.000,0.058 ,0.000 ,253.830,0.900,0.000,-
498,06-May-2019 04:15:00,,,,,0.025,0.000,0.039 ,0.000 ,254.000,0.610,0.000,-
499,06-May-2019 04:30:00,,,,,0.030,0.000,0.047 ,0.000 ,254.750,0.730,0.000,-
500,06-May-2019 04:45:00,,,,,0.047,0.000,0.080 ,0.000 ,255.140,1.240,0.000,-
501,06-May-2019 05:00:00,,,,,0.036,0.000,0.060 ,0.000 ,255.060,0.930,0.000,-
502,06-May-2019 05:15:00,,,,,0.026,0.000,0.039 ,0.000 ,254.770,0.620,0.000,-
503,06-May-2019 05:30:00,,,,,0.027,0.000,0.043 ,0.000 ,254.420,0.660,0.000,-
504,06-May-2019 05:45:00,,,,,0.047,0.000,0.078 ,0.000 ,253.990,1.240,0.000,-
505,06-May-2019 06:00:00,,,,,0.037,0.000,0.061 ,0.000 ,254.590,0.940,0.000,-
506,06-May-2019 06:15:00,,,,,0.026,0.000,0.040 ,0.000 ,254.540,0.630,0.000,-
507,06-May-2019 06:30:00,,,,,0.038,0.000,0.053 ,0.000 ,253.750,0.820,0.000,-
508,06-May-2019 06:45:00,,,,,0.280,0.000,0.300 ,0.000 ,254.100,4.710,0.000,-
509,06-May-2019 07:00:00,,,,,0.043,0.000,0.065 ,0.000 ,253.960,1.030,0.000,-
510,06-May-2019 07:15:00,,,,,0.039,0.000,0.045 ,0.000 ,253.080,0.700,0.000,-
511,06-May-2019 07:30:00,,,,,0.054,0.000,0.065 ,0.000 ,253.370,1.020,0.000,-
512,06-May-2019 07:45:00,,,,,0.057,0.000,0.077 ,0.000 ,252.970,1.220,0.000,-
513,06-May-2019 08:00:00,,,,,0.132,0.000,0.138 ,0.000 ,252.690,2.170,0.000,-
514,06-May-2019 08:15:00,,,,,0.055,0.000,0.059 ,0.000 ,252.050,0.930,0.000,-
515,06-May-2019 08:30:00,,,,,0.537,0.000,0.540 ,0.000 ,251.110,8.580,0.000,-
